review_id,year,season,designer,author,city,date,review,topic_number
4328,2012,Spring,Philosophy,Meenal Mistry,New York,14-Sep-11,"A kohl-eyed Emma Roberts barely stopped snapping iPhone pictures at today's Philosophy show. That was with good reason. It was packed from end to end with the kind of pitch-perfect romantic dresses on which Alberta Ferretti built Philosophy. Lovely young actresses with red carpets in their near future would do well to take note. (Hopefully Virginie Ledoyen and  lodie Bouchez, also on hand, were paying attention.) A series of rooms on the ground floor of the grand Academy Mansion on 63rd Street set the scene; presumably, it wasn't an arbitrary choice. A little Googling reveals that it was built in 1920, a year in which theseconfections of Deco-beaded lace and painterly bias-cut floral chiffons with pinked straps and ties would have fit right in. This was a frock-centric collection, but a few tux jackets with an elongated proportion more husband than boyfriend caught your eye for their precise but soft tailoring. If you had to quibble, you might say these dresses were too perfect. Aside from a little zip of neon on Easter-egg-hued Mary Janes and inside filmy slips, there was little else outr? to add some sizzle. The frizzed-out 'dos notwithstanding, perhaps it could have used just a touch more Zelda and less Daisy.",1
4359,2012,Spring,Ralph Lauren,Nicole Phelps,New York,15-Sep-11,"In 1974, not long after he founded his company, Ralph Lauren designed the costumes for The Great Gatsby . They launched a mini Jazz Age trend at the time and jump-started his career. Today, with Baz Luhrmann remaking the film Leonardo DiCaprio and Carey Mulligan are reprising the roles originally played by Robert Redford and Mia Farrow Lauren took the opportunity to revisit the roaring twenties, half a year before the movie actually hits screens and everybody and his mother decides to ""do"" the decade themselves. Both Daisy and Jay's wardrobes got an airing here. Since way back when, Lauren has always loved the feminine/masculine mix. On the Buchanan side of the story were wallpaper floral bias-cut dresses, timely pastel silk pajama pants, and ""vintaged"" cashmere sweaters with faux moth holes. For accessories: raffia platform sandals, embroidered and fringed bags, and delicate scarves tied tight at the neck. Lauren's girl Gatsbys had pinstriped three-piece suits with cropped pants, shorts, or full trousers to choose from and the occasional anachronism in the form of a pink leather Perfecto jacket. The collection really came alive after dark. Glinting silver flapper dresses and column gowns looked tailor-made for the spotlight. Luhrmann's costume designer wife, Catherine Martin, is in charge of the clothes for the new movie, but Mulligan and her female co-stars need look no further than Lauren when it comes to red-carpet sparklers for the premiere circuit.",1
4817,2012,Fall,Mandy Coon,Alison Baenen,New York,16-Feb-12,"Mandy Coon loves bats, so much so that she was delighted to find them in her hotel a renovated Spanish colonial on a recent vacation to Nicaragua. The country's flora and fauna provided the inspiration for Fall, and the collection's sole print was derived from the pattern on a moth's wings. In her showroom, Coon explained that her cold-weather collections always have a dose of Man Ray and Helmut Newton, too. That came through in the nipped waists and slightly roomy pleated pants. Pleats were a recurring motif. A short navy circle skirt with a panel of black leather pleats was sexy and fun, the best kind of take on naughty schoolgirl. The moth wing print had a kaleidoscope effect on a paneled stretch and knit wool dress; worn with a detachable peplum (a no-brainer accessory) it narrowed the frame and added length good things, most wearers would agree. When it came to positives, the collection was full of them.",2
4774,2012,Fall,Simone Rocha,Maya Singer,London,18-Feb-12,"Just when you thought that London fashion week couldn't possibly fit another must-see young designer onto its show calendar, along comes Simone Rocha . Though she graduated Central Saint Martins less than two years ago, Rocha has already made her presence felt on the local fashion scene: She presented as part of Fashion East for two seasons, designed a six-piece capsule collection for Topshop last year, and found herself with a cult phenomenon shoe on her hands, in the shape of a brogue with a Perspex sole. And this afternoon Rocha affirmed her position as London's hottest up-and-comer with her fantastic first runway show. The first thing that jumps out at you about Rocha is that she's an innovator with textiles: Her new collection featured a plethora of unusual fabrications, such as mirror-bright silver leather, Linton tweed veiled in tulle, wools tufted onto clear PVC, and wild mohair. But Rocha isn't myopic about her materials; she uses them, cannily, to serve her street-inflected yet strangely dreamy point of view. The creamy veiled tweed pieces were a case in point: Rocha used the material in sharply cut minidresses, short skirts, and peplum blouses; the tulle overlay, meanwhile, gave the looks an otherworldly quality. Detachable crochet collars added an unexpectedly feral element, as well one echoed in the dense hand-knit pieces that showed up later. There was something monstrous about Rocha's PVC dresses with mountains of thick wool sculpted in the front, but the look grew on you. Elsewhere, the boyish coats and jackets had a more readily palatable urchin glamour; the jacket in mirrored leather is going to be on a lot of editors' pre-order lists, without a doubt. Ditto Rocha's shoes, purposefully clunky flats kitted out with her now signature Perspex sole. Long story short, get on board with Rocha now, because she's about to take off.",4
4198,2012,Spring,Mulberry,Meenal Mistry,London,18-Sep-11,"Mulberry again pulled out all the thematic stops for its morning of accessories and A-listers at Claridge's. Amid balloon animals and pink lemonade were today's big gets: Kristen Stewart and Kate Moss, a well-known fan of the Bayswater satchel. Curiously, she didn't carry Mulberry to the show, but played her part in a denim shirt and jeans from the label's current Resort collection. No matter she's still the paparazzi-hounded face that sold a million bags. Are they hoping she'll do the same with denim? Creative director Emma Hill's cutesy, all-things-English fetish took to the festive seaside in a continuation of Resort. There's a joke here about the wetness and less-than-sizzling temperatures of a British summer thus the ribbed leggings and all those adorable swingy anoraks, Hill's take on a classic kagool. And by that reasoning, great little buttery, cropped leathers made perfect sense. A Mulberry show flips the script, making clothes the accessories that frame the bags. A bomber and skirt encrusted with chunks of blue crystal exists only for its accompaniment of a matching mini Lily chain-strapped bag. Along with updates on beloved classics like the Alexa satchel (now with teddy-bear head rivets) and Evelina hobo (now in lemon or navy patent, and grass green leather) was their new Travel collection, the highlight of which was a neat, boxy little camera bag.",9
4385,2012,Spring,Kinder Aggugini,Maya Singer,London,20-Sep-11,"Count Kinder Aggugini among the London designers bringing Girl Power back into vogue. He has been tussling with the fraught state of girl-ness, in this case loosely defined less as a time of life than as a state of being: His girls, of any age, are struggling to find a balance between society's feminine codes and their own restless, rebellious instincts. That's an interesting starting point for a collection, and Aggugini made something interesting and rather beautiful out of it, though his interpretation of the theme was more narrowly referential than, say, Christopher Kane's abstract take on it, or Meadham Kirchhoff's manic, political stance. The big reference here was the nineties to some degree in the look of the clothes, and very much in the collection's ersatz, roughed-together tone. Given that the decade was perhaps the peak era of riot grrrl thrift-binning, it makes sense that there were references from other eras embedded in the larger one: Apparently, Aggugini's strategy was to gloss a variety of silhouettes from the girl-power heydays of yore. Thus there were drop-waist dresses redolent of flapper apparel; bias-cut frocks that updated World War II-era looks; and minidresses, replete with studs, based on punk motorcycle jackets. The latter came off a bit novelty, but on the whole the dresses were very good, and were threaded through with signatures like painterly floral prints and studious unfinishing. There was a dreamy feeling here, accentuated by the slight off-ness of Aggugini's cuts, as well as a clever obscuring of print beneath layers of semi-sheer chiffon. The effect was very winning. He also did well with a group of dresses embellished with both flower petals and punk pins the motif could have been too on-the-nose, in terms of the theme, but the embellishment was well judged, and the dresses too damn pretty to complain about, really. On the whole, this collection was an evocative one for any woman who came of age in the nineties, or any younger woman who fetishizes the era and its girlish insolence. Aggugini nailed the mood.",8
4204,2012,Spring,Marco de Vincenzo,Nicole Phelps,Milan,23-Sep-11,"Backstage, Marco de Vincenzo said he was looking at the statue of Zeus at Olympia this season. Specifically, he was turned on by the interchange of light and shadow in the gold-plated bronze's fabric folds, and he set himself the task of re-creating that kind of three-dimensional depth on flat surfaces. The method he came up with was to hand-paint his fabrics. But as a warm-up, he cut separates (a fitted, asymmetric zip jacket, biker shorts, an above-the-knee skirt) from leather plissé, and printed stretchy jersey T-shirts and dresses with patterns that looked like the inside of a nautilus shell. The cruxes of the collection, though, were the painted clingy knit dresses. The way the slightly raised cables and spirals that decorated them were painted in ombré patterns brought to mind M.C. Escher's perspective-shifting lithographs only in Technicolor. Some of them were painted with metallics, the effect of which de Vincenzo rightly compared to soft armor. Not all of it worked. Knit pants are never a good idea, but especially not with cables extending from hips to ankles. And the engineered prints, while flattering to the body, were reminiscent of others that have been seen over the last couple of seasons. All in all, though, de Vincenzo came up with a unique concept and executed it well. We won't be surprised when we see the gold- and platinum-painted numbers on the party circuit.",2
4607,2012,Fall,Blumarine,Nicole Phelps,Milan,24-Feb-12,"Blumarine began with five fluorescent Mongolian lamb coats, each one more electric than the last. But Anna Molinari and her fearless stylist Carlyne Cerf de Dudzeele were just warming up. The designer's Fall collection was all about metallics, iridescents, and holograms. It was ""positively shining,"" just as the show's title promised except for a brief sidetrack through the label's perennial head-to-toe animal prints, sometimes as many as six separate pieces in one outfit. Molinari, it's well known by now, doesn't do anything by halves. Still, some of today's looks like the one consisting of a turquoise puffer vest, silver hoodie, and sequined pants spelling out ""jolie,"" ""wow,"" and other superlatives certainly reconfirmed her enthusiasms. And if the show didn't get more gonzo than that, it came close several times. The cocktail and evening dresses pav'd in iridescent studs at the finale? Minimal by comparison.",2
4159,2012,Spring,Moschino Cheap And Chic,Nicole Phelps,Milan,24-Sep-11,"The invitation to Moschino Cheap And Chic was a seed packet of radicchio, and the venue was set up like a farmers' market, tables lined with free produce for the taking. Before the show even started, you could guess Rossella Jardini's theme for Spring. She opened with a giant strawberry in the form of a short pinkish red dress embellished with black jet beads and a green bow. It mostly got more subtle from there, with the exception of a raincoat with hot pepper, garlic, and tomato buttons and a crowd-pleasing carrot headpiece that looked like it had stabbed its model in the head and come out on the other side. Apples, corn, green herbs they all made appearances, but Jardini had flowers on the menu, too. The show's best dress was a thigh-grazer in a lamp shade shape dotted with watercolor irises here and there. With most of the frocks just as abbreviated, this was a collection (both lighthearted and a little light in terms of ideas) for the young. Eat your vegetables, kids.",5
4174,2012,Spring,Rue du Mail,Meenal Mistry,Paris,28-Sep-11,"Martine Sitbon has enough years in the game to never work a reference too literally. Though her magpie travel inspiration plucked from Morocco, China, Mexico, and Mitteleuropa, you'd be hard-pressed to categorize the results. It made for Rue du Mail 's softest and most romantic collection in years. That was partly due to all the sweet, handworked smocking and cornrows of flocked tulle embroidery, but also the injection of volume into Sitbon's usually sleek shapes. There were full skirts as well as billowy sleeves on caftanlike frocks, and she ended with almost trapeze silhouettes, the kind that take you back to Philo-era Chloé. Sitbon retained a certain sizzle with sheer, limb-exposing georgettes and a few body-skimming dresses, including a great stripey cotton knit number, which was another new development. And the collection was far from overly traditional. In addition to using old-world techniques, the designer added her own, including a very cool fabric made from simple printed cotton, smocked tightly and then fused to create something that felt substantial and expensive. The delicate ink-and-watercolor print that dominated the middle of the show was also a big part of Sitbon's new ground. She said it had shades of China, while others saw echoes of Prada's fairy print. It was cut into sunray-pleated dresses as well as satin tops part of Sitbon's renewed attempt to add tops, skirts, and pants to her dress-heavy oeuvre. Ultimately, the urban gypsy is ground that's heavily trod and potentially trite, but Sitbon's take escaped that fate by keeping her originality and the postcard nostalgia in equilibrium.",4
4620,2012,Fall,See by Chloé,Matthew Schneier,New York,29-Feb-12,"The little-sister line to Chloé took its first (virtual) steps onto the runway today. See by Chloé became the second label, after the relaunched ICB by Prabal Gurung, to strut into the online ether as part of Digitalfashionshows.com, which allows an invite-only crowd to screen prerecorded shows. It's hard to imagine Chloé ever making such a move especially as it gears up to celebrate its 60th anniversary this year but little sisters are often more adventurous than their elders. Especially when they've got parents in high places pushing them along. ""It felt right to support this strong and directional collection and to promote See by Chloé via an innovative and new digital platform which allows optimum visibility to the label,"" Chloé CEO Geoffroy de la Bourdonnaye said. As a move to up visibility, the decision was a success. (Case in point: You're reading about it here.) With greater visibility, however, comes greater scrutiny. Chloé's Clare Waight Keller is not the creative force at the helm of See, and in fact, the company doesn't identify a designer or team behind the line. Maybe that's why the collection itself feels more anonymous than it might. The See aesthetic riffs on that of the Chloé main line, especially in its emphasis on long, fluid lines, soft volumes, and a pretty, feminine bent. For Fall, the femme got flirty with an emphasis on sheer mesh tops and dresses in silk georgette, viscose, and silk, fineness that played off the roughness and slouch of oversize outerwear and tailored pieces in denim and wide-wale corduroy. Piece by piece, you could see items that should energize customers on the sales floor, but overall, the message wasn't as distinctive as the medium.",8
4634,2012,Fall,Viktor & Rolf,Nicole Phelps,Paris,3-Mar-12,"The Viktor & Rolf show began with the photographers in the camera pithowling at an enormous moon at the back of the runway. That set the stagefor what was to follow. Decorous draped silk pajama sets were printed withanimal motifs, and understated, almost middle-of-the-road black and whitetailoring was trimmed along the seams with strips of mink, echoing themodels' fur pompom pumps. On other pieces, the danger was a little bit closer to the surface.Voluminous fur coats, for instance, were shaved in wide curving lines, as iftheir owners had been swiped by giant claws and lived to tell about it. Anda long dress in sheer black tulle (which made it abundantly clear that themodel wasn't wearing panties) abided by its own kill-first, ask-questions-later policy. Hunters or prey? Heavenly creatures or sexy beasts? Viktor Horsting and Rolf Snoeren'sideas about womanhood are overly simplistic, and that can prove frustratingat their runway shows, where they emphasize their art over wearability.Their pre-fall collection tred similar babes-in-the-woods ground withall-around more successful results.",3
4542,2012,Fall,Vivienne Westwood,Meenal Mistry,Paris,3-Mar-12,"It may be time to recognize the Westwoodian Dimension. After all, Dame Viv seems to exist on a temporal plane all her own, one that looks back to centuries-old costume history while fighting the good fight of today and beyond. It's also one that celebrates her own decades-old history while simultaneously embracing the future of the next collection. In her Fall show, called simply London, she did all that. The show opened with green lasers spinning and searching across the runway but soon delved headlong into the classical beauty of a corseted coat in chocolate shadow-stripe silk. Westwood found herself looking at the seventeenth century: in her words, ""the age of the amateur rugged individualist and adventurer."" But also mixed up in her bouillabaisse were suits with multiple triangular Klaus Nomi-esque shoulders and corseted Dickensian tweeds worn with crinolines and matching newsboy caps. There was a Granny Takes a Trip de-con marabou chubby with a crocheted hobble skirt, a ghostly white New Romantic dress, and jewel-encrusted Baroque corsets worn with matching gloves and not much else. Oh, and loads of elevator platforms. Is it any wonder that the designer's final walk with her husband and creative conspirator Andreas Kronthaler and her crowd of models always seems like a party? You know, the good kind where anything goes. But not everything goes. Along with the designer's push into ethical fashion, one new cause advertised on an oversize statement tee with a rich iridescent silk skirt is to save energy by having London's office buildings turn their lights off at night when they're empty. That makes sense in any context.",1
4240,2012,Spring,Christophe Lemaire,Meenal Mistry,Paris,4-Oct-11,"Chat with Christophe Lemaire about clothes and accessories for as little as ten minutes, and you'll understand why he was anointed Herm's' go-to guy. Lemaire has a total product wonk's eye for detail, and you quickly realize that his idea of luxury is design that merges functionality with style, and never traffics in ostentation. He'd rather find perfect proportions than a $1,000-a-yard silk. With his own line, the mathematics are Less = More. ""Every season is about building a convertible wardrobe,"" he explained in a private appointment. ""I want to get to a minimum of pieces that's kind of radical in its simplicity."" Take his midi-length skirt which comes in both Ultrasuede and cotton poplin that lets you be as exposed as you want to be, and when unsnapped nearly all the way looks terrific over slim pants. ""Neat and relaxed"" is his self-imposed directive. It can't be an easy thing, making slouchy staples like his silk-cotton harem pants or long, cap-sleeve sweatshirt dress with a sense of refinement, but Lemaire has indeed hammered out his solutions. (Here's a hint: cut, cut, cut.) Though his sensibility is loose, sportif, and quite crisp, it's not so severe as to be clinical. Even within his well-edited selection, Lemaire included a print a vintage, almost tropical floral to which he ascribed slightly sinister qualities. ""There's something strange about it,"" he said. But heck, there's a strangeness to Lemaire's whole ethos and manner, although, particularly in a season with an overdose of the exquisite, it's a refreshing way to see someone work.",9
4756,2012,Fall,Giambattista Valli,Tim Blanks,Paris,5-Mar-12,"Scene of the fashion crime: the Sound Factory, legendary New York nightspot. Exhibit one: Orlando Pita's hair, a swirl intended to duplicate the tonsure of a boy sweat-soaked from dancing, warped with the long, straight tresses of the girl he was with. Exhibit two: Val Garland's makeup icy swooshes, conveying a don't-care urgency. That's how you create a fashion mood, kids. Or at least, that's how you make the casual New York mood that Giambattista Valli wanted. Just as he (and Orlando and Val) used to go dancing at the Sound Factory 20-something years ago, the Valli girls went way downtown with this show. Now that he has a couture collection in which to indulge his most exquisite impulses, Giamba felt free to sharpen his edge. The first look an oversize marled-wool sweater over cropped black pants immediately established a more aggressive mood than we're used to from this designer. A black-and-white graphic dominated the collection, interrupted only by hits of red and croc-stamped gold. Valli is so tuned in to the desires of his clients that one has to assume he was responding to their suggestions when he offered that big, chunky sweater. But it could only be his idea to later pair it with a chevron-patterned fur skirt. Did it work? Valli is a client-driven designer, and his ever-faithful girls were perfectly happy that he'd given them something cool. The sequin sheaths that lurked underneath the chiffon veils of the evening finale? Well, that was one way to suggest the sparkly soul of the wearer. Still, the feeling nagged that Valli had shed his uptown skin without fully completing his downtown transition.",3
4185,2012,Spring,Miu Miu,Nicole Phelps,Paris,5-Oct-11,"Talk about a volte-face. At the beginning of Milan, Miuccia Prada made aplay for sweetness with zippy car-print dresses, retro maillots, andhigh-heeled sandals with tail fins. Today at Miu Miu , she opened with amodel who let's just say doesn't belong to the Natasha Poly school of goodlooks, wearing a black blouse wrapped with a shape-obscuring matching stoleacross the chest and a plain gray A-line skirt. Hollywood to hausfrau inless than two weeks. Afterward, she made a point about designingthe collection in the ""15 days"" (13 by our count) since her Prada show. ""Itried to do something different."" Tried and succeeded. Though there weresome overlaps midriff-baring bra tops made a reappearance, as didlace the emotions the two collections produced were quite dissimilar.There was at once something folksy about Miu Miu and slightly cold. As theshow progressed, though, she added color (oxblood, cherry red, ceruleanblue) as well as festive prints. There was nothing to quite raise thetemperature like those Marilyn Monroe bathing suits in Milan, but we can seefans warming to the stiff lace tent dresses here or a patchwork print skirtworn with a clashing print top. The leather intaglio mules and boots will bestreet-style fodder, no doubt. Still, there's no one like Prada forkeeping us on our toes.",6
4217,2012,Spring,M.Patmos,Brittany Adams,New York,8-Sep-11,"Marcia Patmos is known for more than just her innovative knitwear. She's also building a reputation as an eco-warrior in an industry that often only pays lip service to trending ""green."" The M.Patmos designer has been working for a while with a Japanese factory that produces seamless, ""zero waste"" sweaters. Also on her extended team are two women's knitting collectives in Bolivia and Nepal, which create some of the line's more delicate pieces (for example, a stripe-effect, webbed top). The CFDA has taken note of Patmos' sustainable efforts, and word is she's got a good shot at winning this year's Eco Fashion Challenge. Today's M.Patmos Spring presentation took place at the Standard Hotel, and the sleek wooden plank backdrop fit the designer's ""saving the environment one string at a time"" MO well. According to Patmos, Birth of the Cool , a book that dissects the sixties California art scene, gave rise to the color palette of citron, white, and metallic. And negative spaces in New York artist Mary Judge's work inspired the various pointelle patterns. Patmos subscribes to the notion of sweaters for every season, and while her knitwear game is certainly strong, that focus can make things a bit predictable. We'd like to see a few more pieces like this collection's non-knit standouts: a long, silver drawstring skirt that can be dressed up or down, and a below-the-knee tank dress with leather paillettes.",4
4678,2012,Fall,Cynthia Rowley,Alison Baenen,New York,9-Feb-12,"Car trouble? Cynthia Rowley can help. Coveting the ease of a coverall, the designer looked to mechanics and their workwear for Fall. ""I liked that you could put one piece on and have barely anything else and look tough and sexy,"" she said backstage before her show. That said, Rowley couldn't resist a little bit of layering or a smattering of embellishments. Sleek turtlenecks were slipped under almost everything; they provided a clean finishing touch and a sweet contrast to the kaleidoscope tortoiseshell prints that were splashed across shirtdresses. A few of the turtlenecks boasted bejeweled necks, courtesy of the Dannijo girls, and a cozy, oversize black sweatshirt was dotted with clusters of baubles. A denim dress in a dark, subtle plaid looked smart under a matching engineer's coat lined in shearling. Sure, it was two pieces, but it married a garage worker's pragmatism with a fashionista's spirit.",7
5482,2013,Fall,Yohji Yamamoto,Jo-Ann Furniss,Paris,1-Mar-13,"The unprepossessing bunker that is the show venue at Bercy was the site of the Yohji Yamamoto runway presentation this evening. Yet this back-to-basics place, with its simple lines of wooden chairs arranged in a square, turned out to be the launch pad for a fashion show that was really something special. Yamamoto honed in on what it really means to produce fashion today, away from pyrotechnics and with a focus on the real spectacle of exceptional clothes. The spirit of rebellion and doing-what-the-hell-I-want that seems to be possessing Alber Elbaz at the moment also seems to be grabbing Yohji Yamamoto. There were so many foundations for so many collections in this show that it was quite bewildering. In lesser hands, this might have appeared like somebody who did not know what the hell they were doing, with few hits and a lot of misses. In Yamamoto's case the exact opposite was true: it appeared he knew exactly, precisely what he was doing. This collection was a bravura display from somebody who has and has had so many ideas that he is one of the definitive figures in shaping the way contemporary fashion is perceived. Sometimes it is easy to forget that with Yamamoto; he's like a favorite song you don't play for a long time and then hear again, thinking ""How good is that "" In turn, this collection was like a Yohji compilation album: reworked, remastered, lost tracks, new material, the lot. The beginning might have had a debt to the eighties Yohji, in its stripped-down black looks that were actually far from simple complex, technical cutting prevailed in this workwear-inflected section, as it did throughout. But this moved on quickly to double-breasted tailoring with kimono sleeves, then to mathematically precise origami square-pleated looks, then frayed picture hats and tailcoats paired with cream trousers that brought to mind the crispness of cricket whites? the descriptions of cutting, pleating, tailoring, draping, knitting, and the multiplicity of silhouettes could continue. There was also a shock of various colors between the beloved blacks. But the point of these clothes is that they have to be seen and experienced: Consuming a catwalk image or reading about them is just not going to cut it. As Yamamoto said backstage after his show: ""I am a dressmaker; I am not a fashion designer. From 10 to 15 years ago the fashion market became shit."" Yes, that was ""shit."" He made a point of clarifying that before continuing. ""My role is to get the value of clothing back for everyone: cutting, draping, tailoring. There was no real theme to the collection, I just wanted to make dresses, to tailor and enjoy the value of clothing.""",4
5472,2013,Fall,DKNY,Brittany Adams,New York,10-Feb-13,"DKNY recently collaborated with Opening Ceremony on a capsule of reissued classics from the label's nineties heyday, which effectively reminded fans why they fell for the label in the first place. The DKNY Fall collection also conjured up several of the label's iconic items, including an oversize quilted bomber similar to the one Donna Karan wore for her bow shot. It represented ""street style"" back when the term actually implied a little grit. Per usual, urban outfitting was the focus this season. Sweatshirts juxtaposing neoprene with herringbone were sporty yet sophisticated, while head-to-toe pixelated leopard looks offered a wild, sidewalk-ready alternative to camouflage and yes, that pullover was chenille.",7
5459,2013,Fall,Cynthia Rowley,Lauren Sherman,New York,10-Feb-13,"The air at Cynthia Rowley 's Fall presentation smelled of cotton candy, just one of the confections served Sunday night in her brand-new Upper East Side store. Attendees were encouraged to stock up on licorice and Sour Patch Kids from the pick-n-mix, a part of CuRious, Rowley's new line of sweeties and party decor that lives on the second floor of her shop.  The clothes were sugarcoated too, at least in concept. A swirling digital print mimicked candy ribbons, and cabochons attached to sheer tights were akin to candy button strips. Watermelon and chartreuse-colored knits brightened up an otherwise dark palette. Mother-of-pearl which itself has a marbled, candylike appearance was the starting point for Rowley, who worked with stylist Vanessa Traina to give the models a Helmut Newton-inspired look. ""Fall is more serious to me,"" the designer said while greeting guest after guest, including the artist Richard Phillips. If the two ideas candy-pop, dark and downtown don't sound like they'd mesh, that's because they didn't entirely. Some looks were out of place, including a seventies-style floral ruffle coat. What did bring the concepts together was a ""New York Fucking City"" T-shirt with colorful badges covering the offensive language. The rainbow-colored woven wallet chains were cool, too. They looked tough but delicious.",5
5327,2013,Fall,Kaufmanfranco,Lauren Sherman,New York,11-Feb-13,"Spies: so hot right now. Designers Ken Kaufman and Isaac Franco are just one of many labels claiming that espionage inspired their Fall collection. In this case, the reference was pretty clear in a trench called the Interrogator available in both distressed calf and glazed felt and several long column dresses. One, shown in a mossy matte jersey, and another in a charcoal wool were sexy and just subtle enough for a modern Miss Moneypenny. Kaufman and Franco, who launched their label in 2004 and hosted their first ever runway show today, are also obsessed with the idea of a good girl gone bad. ""Like, if Rosemary ended up being evil at the end of Rosemary's Baby ,"" said Kaufman before the show. A demonic Rosemary would love the gunmetal sequins, applied in an ombré pattern to the one dress with a sixties-mod feeling about it. While Kaufman and Franco are proud of the moves they've made into sportswear this season's offering included black leather minis, leather shift dresses, and a gazillion pairs of fairly unexceptional leather pants their vision for evening remains stronger by far. (They've dressed a number of celebrities, from Taylor Swift to Jane Krakowski to Jennifer Aniston.) The casual furs were nice, but when the fluffy stuff is coming down the runways in gobs, you have to better distinguish it from the rest. The duo was recently selected to redesign American Airlines' staff uniforms. It would be smart of them to use that utilitarian experience to inform the day clothes next season.",0
5183,2013,Spring,Milly,Brittany Adams,New York,12-Sep-12,"It's not your grandmother's Chanel jacket, said designer Michelle Smith, gesturing at a hooded tweed bomber jacket backstage before Milly 's Spring show. Styled with a structured cage skirt cut from metallic gauze, the look demonstrated how Smith picked up her prepster-with-a-twist and bolted toward the saturated sportswear-inspired market. There was a long windbreaker cut from a featherweight techno fabric, which was also whipped up into a corseted sheath with a couturelike cascade in back. The more obvious athletic references here, including bright, zipper-trimmed scuba dresses and mesh sweatshirts, seemed somewhat well explored already, but you're still bound to see more of them on the trendy girls preening around Lincoln Center next NYFW.",7
5501,2013,Fall,Calla,Lauren Sherman,New York,14-Mar-13,"Pastels can work for Fall, especially if you know how to use them right, as Calla Haynes did for the 2013 autumn season. Yellow, pink, blue, peach: they were all there, and cheerfully ignorant of the burgundies and forest greens the Paris-based, Toronto-bred designer's contemporaries are currently favoring. ""You shouldn't be afraid of color!"" said Haynes at her Milk Studios presentation on Saturday, the lights brightly shining down on her models. Haynes is big on prints. Not because they're trendy, but because she likes them. Her affinities reflect her situation: being a foreigner based in Paris allows her to breathe, to be a few paces apart from her English-speaking counterparts in New York and London, while having a different perspective than her European neighbors. It gives her an independence, a fresh outlook, which is hard to come by in an era so dictated by buyer desires and peer influence. ""The collection is about being happy,"" she said, discussing how one print which consisted of blue and yellow rectangles stacked haphazardly upon each other reminded her of a Tetris game. Its effect was a world away from the anxiety that used to result from an intense session on the Game Boy. Used in a pantsuit, the overall result was loud but not brash. Same goes for a bouncy parka done in a graphic yellow-and-gray floral. The coat had a slight A-line, letting it almost float on the model instead of hanging straight. Haynes stuck with that silhouette, except on skinny trousers and a couple of knit miniskirts. It left plenty of room in the hips of the flippy skirts and loose overcoats for her girl to prance around. Another great addition was a rainbow tweed skirtsuit, designed in partnership with French weaving house Mahlia Kent, which Haynes has been collaborating with since her first collection a couple of seasons back. (Before that, she worked under Olivier Theyskens at Nina Ricci and Rochas.) Those textures led her to develop her own hand-woven sweaters, a welcome first this season. In the end, Haynes did add in some black, with success. It's easy to imagine those pieces selling well the violet print was a bit more commercial than the rest of the collection. Still, her sunny yellow styles were the strongest. After all, what's the use in being up-and-coming if you can't play by your own rules?",8
4902,2013,Spring,Clements Ribeiro,Tim Blanks,London,15-Sep-12,"The grave young bohemians parading up and down the Clements Ribeiro catwalk today were curious creatures. Who were they, with their detached nonchalance? Where were they going garbed in their retro eccentricity and their flat plastic sandals? Anyone who saw Wes Anderson's Moonrise Kingdom had a head start on the answers to those questions, because they'll already know about Suzy Bishop's idiosyncratic style, as well as her affection for French chantoozie Françoise Hardy, whose plangent tones soundtracked the show. But people who weren't as familiar or as taken with Suzy's tween precocity as Suzanne Clements and Inacio Ribeiro might have been less willing to surrender to a collection whose spirit veered toward groovy Provençal schoolmarm (Suzy's teacher, in other words). In a low-key, somewhat flat presentation, the designers used Suzy as a bridge back to their own archive: a checked skirt with a striped cashmere sweater, a quirky detail like a fluoro orange belt on a shirtdress, the contrast of a black moir? skirt and a top trimmed in turquoise lace the off-ness of such looks was quintessential Clements Ribeiro. In a perverse way, these were clothes for connoisseurs, because it required a particular kind of mind-set to appreciate the long, sheer black or white dresses covered with huge paillettes, or the black dress embroidered with red carnations and layered over a skirt trimmed in bobbles and more of those paillettes. (Everything always with those plastic sandals.) Schoolmarm? Perhaps. But also artist's wife. Or anything where a love of craft is attached to a devil-may-care attitude.",7
