year,season,designer,author,city,date,review
2012,Fall,Damir Doma,Nicole Phelps,Paris,29-Feb-12,"Modern Renaissance were the words Damir Doma used backstage to describe his new collection. That's a tricky proposition. We know the era best from costume dramas and art museums where are the connections between the Renaissance and real life as it's lived today? Some of Doma's propositions erred on the historical side: A quilted leather tabard, worn like a coat of armor on top of a fur jacket, cut a striking figure, but it also looked like an extra step that postmillennial women probably don't have the time or inclination to take. Fortunately, Doma didn't rely too heavily on such pieces. The crux of the collection was up-to-date tailoring in shades of black, brown, dark red, and orangey pink. The only thing that said sixteenth-century about his suede blazer, button-front blouse, and crossover-waistband pants was the oversize cross pendant they were accessorized with. A black lace cardigan and T-shirt worn with dévoré? shorts looked equally contemporary. Doma also gets points for his commitment to flat slippers and boots that's a step a modern girl can really get behind."
2012,Fall,Moschino,Nicole Phelps,Milan,24-Feb-12,"Rossella Jardini has opted out of Milan's somber trend. That should hardlysurprise anyone; this is Moschino we're talking about. ""We're throwing aparade,"" she announced backstage. ""We want a good time."" With marching drumson the soundtrack, she sent out a lively, leggy, and young-lookingcollection. Skirts were cheerleader-short over platform ankle boots, anddresses came drop-waisted like those of a little girl. There were even giantbows in the models' hair, holding their French twists in place. And colorswere straight out of a Crayola box: red, sunshine yellow, and cobalt blue,in addition to plenty of black and white. A parade takes all types, so Jardini threw in sport elements in the form ofcolor-blocked ski pants and complementary ski sweaters and added edginessvia quilted black leather pieces. Naturally, given the show's startingpoint, there were some bandleader jackets as well. It sounds pell-mell, butit held together. She even managed to get a laugh or two out of the crowdwith a helmet made from black ostrich feathers. At a 9 a.m. show, yes, a fewgiggles counts as a good time."
2012,Fall,Balenciaga,Nicole Phelps,Paris,1-Mar-12,"The Balenciaga show took place 27 floors up a Paris skyscraper in a spacethat the house's longtime artist, Dominique Gonzalez-Foerster, spent monthstweaking to designer Nicolas Ghesqui're's specifications. It would'veprovided panoramic views of Paris had it not been so cloudy. Alas,Ghesqui're can't control the weather, but he marshaled no small number ofprofessionals to produce this fashion event, and the setting was nothingshort of transporting. This season, Ghesqui're was the chairman of the board and the models his employees both literally and metaphorically. There were VPs and a legaldepartment and interns and IT girls (as in information technology, not""It""). He even put corporate spies on his fluorescent-lit runway. BalenciagaInc. is unlike any office you've ever seen; it'll have fashion typesdebating fiercely at the water cooler for months. Why? Because this was thedesigner in experimental mode, advancing our collective eye forward, even ashe seemed to glance back at the same era he revisited for pre-fall, the onewhen ""France decided to be modern"" in the late seventies and early eighties. The designer moved the fashion conversation along today in a few differentways: by proposing new silhouettes with exaggerated, even challengingproportions (bonded leather coats with shoulders out to there, sculpturalpadded sweaters over stiff A-line skirts with doubled front panels); by deliberately trafficking in items of questionable taste (those black satin sweatshirtswith spacey slogans like ""JOIN A WEIRD TRIP"" and ""OUT OF THE BLUE"" areinstant collector's items); and by continuing to emphasize fabric research. The IT girls wore jumpsuits made from a hi-tech parachute material, and hisanimal prints came two ways as a jacquard snake on the wool bodices of theoffice rebels' strapless dresses and as leopard spots that looked likeliquid mercury on the executives' jackets (they were actually paddedappliqu's of lamé jersey). Employees at every rung on the corporate ladderwill be happy to note that the new Balenciaga heel is lower the easier to getaround in than previous incarnations. Not all of it was as pleasing. As in any office, there are people you loveand others who leave you cold. All in all, though, a remarkable company."
2012,Fall,Kenzo,Meenal Mistry,Paris,4-Mar-12,"It's official. In a mere two seasons, Humberto Leon and Carol Lim have turned Kenzo into one of the hottest shows on the Paris calendar. Diddy was there today. So was Francesco Vezzoli, Jean-Paul Goude, and just about every international cool kid and editor in chief sardined onto three acid-hued levels in the space-age atrium of the Universit? Pierre et Marie Curie. ""We wanted a venue that had never been used before,"" said Lim after the show. ""We saw this space and we were like, let's definitely push it to the limit."" Push it they did. With models taking escalators to walk a full round on three levels, the staging could have tried a weary showgoer's patience. But these 50 yes, 50 looks kept the energy pumping. The theme, loosely, was interiors, thus the prints of marble tile floors and bunches of grapes. (Add resin-covered walnut jewelry, a collaboration with Delfina Delettrez Fendi, for a healthy sartorial snack.) The cool, slouchy, open-knit sleeves on tweed coats were meant to echo an afghan laid over a couch. One skirt and blouse looked embroidered with curtain tassels. Leon also stressed tailoring, which showed up in fresh little skirtsuits of blouson jackets with full, flippy skirts, as well as in a narrow, high-waist, ankle-length skirt that was slit up the back. Overall there was a more polished, less street-wear vibe than Spring, and if it didn't have quite the same focus as their last outing, that was in keeping with Leon's notion of ""a girl dressing up in her closet, playing with different types of clothing."" More looks means more to sell for these merchandisers extraordinaire. It wouldn't be a surprise to see their logo tiger sweater, a revived house code, everywhere in a few months. In general, the days of the fun fashion happening would seem to be bygone. But between the Magnolia cupcakes left on each seat made by bakers flown in expressly for the show and the Kenzo model army taking its final formation to major applause, this felt like a new incarnation of that spirit."
2012,Fall,Temperley London,Meenal Mistry,London,18-Feb-12,"A folk-y Slavic thing seems to be a micro-trend. Alice Temperley steered her particular bohemian leanings in an opulent direction for a look she called ""polished folk."" The first look out nicely illuminated that description. It had a bright floral embroidery in neat panels on ivory dotted tulle, and its long and lean shape with sheer long sleeves that somehow still evoke the royal wedding gave way to a bit of fluid swish at the hem. With fur hats on nearly every look, it made you think of a parade of young czarinas. (There was also a touch of Cossack warrior in a lean double-breasted officer's coat and another high-shouldered one in navy satin with proud gold buttons.) Lose the hat, however, and a lace-paneled blouse and bronze jacquard skirt cinched with a jeweled ribbon belt were pure modern-day oligarch-ette. But even that girl's viewpoint has changed considerably in the past decade, which made some of Temperley's intended decadence (crystal beading, lace, velvet, loads of costume jewelry) feel weighty. There was a drag to looks like a long shearling jacket and matching pencil skirt, or a navy satin gown with chunky jeweled straps crisscrossing its open back. Perhaps the problem wasn't the excess itself, but the fact that it was a vision less than exquisitely drawn. After a couple of strong and very polished seasons chez Temperley, we've come to expect more."
2012,Fall,Steven Alan,Maya Singer,New York,8-Feb-12,"The unemployment rate may be falling, but to judge from Steven Alan 's presentation this morning, we're heading into a depression. Alan's Fall collections for both men and women riffed on thirties-era aesthetics, with an emphasis on worn tailoring and a gray and sepia-toned palette straight out of Dorothea Lange. The cited inspiration was Diego Rivera another icon of the up-with-labor, bread line era. Alan channeled the Rivera influence into newly emphasized handknits made in South America, as well as striped jackets and waistcoats redolent of Mexican blankets. For women, the blanket theme was extrapolated as well, into items like a mid-calf, contrast-striped jersey dress. The menswear collection saw Alan continuing to develop his dressier pieces there were soft tailored suits in a variety of interesting fabrications, such as moleskin and washed wool, and narrow trousers with a subtle slouch. Elsewhere, he turned out some nice adaptations of closet staples, such as a navy anorak in leather. The women's collection, meanwhile, riffed on the men's. Many of the menswear materials repeated themselves, notably the herringbone tweed, while girlier items such as a pleated skort (skort!) and appealing full skirts were executed in mannish checks and foulard prints. Metallic brocade provided a nice counterpoint to the general low-key atmosphere. All in all, there were no real surprises here from Alan, but the collections had a strong, cohesive point of view and boasted lots of salable, easy-to-wear clothes."
2012,Fall,Paco Rabanne,Meenal Mistry,Paris,6-Mar-12,"Aside from the phenomenon of Karlie Kloss' walk, there was no grand finale at Paco Rabanne . An omission by design. After a high-drama debut last season, creative director Manish Arora wanted the big surprise to be the lack of a big surprise. He set wearability as his goal and looked for cues in heyday-era fans like Françoise Hardy and Brigitte Bardot. In fact, some of the freshest dresses were re-creations of Bardot's iconic stripey metal shift, a testament to the power of Rabanne's codes. Arora's versions are lightened up with discs in silicon and even royal blue ponyskin, a testament to his skill in updating them. But his role as the new creative blood in a storied French house is probably one of the hardest of its kind. That's partly because of the specificity of what Rabanne did. You can easily shoot too far out of the Rhodoid park or stay stiflingly close to it. Arora seems to have a sense of balance, and a bottomless bag of new ideas. Some work, like the discs woven into highly wearable cardigans and pullover knits, and some don't, like the paneling of fluttery silk over metal disc dresses. But it seemed like what sometimes weighed down this collection was Arora's attempt at a streamlined space-age sensibility, particularly in tailoring. It came across as less youthful than the Rabanne spirit should be. And a move into seventies disco decadence eventually turned a bit retro and convoluted. Though for a good night out, Arora's Le 69 bags, now in gold and iridescent clutches, seem like just the thing. Sure enough, last season the bag business far outpaced the ready-to-wear at an enviable slate of stores. Arora will surely change some of those ratios with this collection, but the shift remains a work in progress."
2012,Fall,Michael Kors,Nicole Phelps,New York,15-Feb-12,"Michael Kors had a very good day on Wall Street yesterday, with his company's shares rising 27.5 percent. The collection that put him in the spotlight again this morning won't be slowing that upward trajectory. After 30-plus years in the business, Kors has his formula down cold. Today he conjured images of a rustic-luxe cabin in the woods in wintertime one exceedingly well stocked with buffalo check and fox fur. His trick, as always, was to filter it all through his glamorous yet practical lens. There's a story Kors loves to tell, about a client who buys the designer's clothes in multiples, one for every house. These, too, will play as well in Manhattan as they will in Aspen. Especially the furs shearling, Mongolian lamb, raccoon. Their envy-inducing potential would go to waste in the wilderness. For women who prefer their outerwear on the tamer side, he showed tartan chesterfields and striped blanket ponchos with deep fringe. Daywear was all about the unexpected mix: an almost conservative midi-length skirt paired with a knit lace tank bustier, or black leather adding edge to a gray plaid dress. Cocktail hour continued to match country with city see the ivory fisherman sweater and the gold lace skirt. But high evening was highly polished. The crystal-beaded stretch jersey gowns in red and black with keyhole backs were stunners. We wouldn't mind seeing an Oscar nominee wear either one of them. His menswear played a call-and-response with the women's offerings. He might have done better by skipping the man-furs and a tartan crombie and matching trousers topped by a leather harness, and showing some elegant formalwear instead."
2012,Fall,Tracy Reese,Brittany Adams,New York,12-Feb-12,"She knows where she's going this season, Tracy Reese said backstage of her customers after her Fall show. From the opening beats of Azealia Banks' high-octane hit ""212"" (we've got a hunch that this designer has known about fashion's new It-girl rapper longer than Karl Lagerfeld), it was clear that Reese and her girls are feeling confident lately. Shrunken peplum jackets, draped silk ""cocoon"" blouses, and sparkly lamé party frocks came in traffic-stopping bright colors ranging from tomato red to juniper green to ultraviolet. You'd certainly turn heads in the printed jacquard pants with side tuxedo stripes and graphic hourglass coat. Styling is always key at a Tracy Reese show, and each look here was accessorized with a felted-wool trucker hat and futuristic sunglasses, which underscored the bold energy of this collection."
2012,Fall,Hervé Léger by Max Azria,Meenal Mistry,New York,11-Feb-12,"With the bandage dress as a baseline, the question each season at Herve Leger is in which direction will Max and Lubov Azria spin their tale. To their credit, the Azrias manage to take something that could feel a bit like boiling an egg a little softer one season, a little harder another and nudge it forward onto new ground. This season's theme delved into the darker side of equestrienne motifs. These girls were more horse than rider, with leather harnesses fastened around shoulders and waists and even long, straight, blunt-cut ponytails swinging from side to side. In fact, there was a strain of mythical woman-as-beast in the body-hugging outerwear a developing non-frock category of python-stamped black leather trimmed with swaths of wild black fur. What felt newest in the dresses were the patterns and prints an op-arty ombre beat out an odd chain-link jacquard as well as the pleating, which gave the usual shrink-wrapped silhouette a chic modicum of freedom. You could see the long-sleeve diamond-pattern dress with a flippy skirt in look four, for instance, attracting a whole new customer. That's the kind of uncharted territory any designer can get behind."
2012,Fall,Basso & Brooke,Meenal Mistry,London,17-Feb-12,"We were two for two in end-of-world inspirations for tonight's shows. (See PPQ .) For Christopher Brooke and Bruno Basso, last days requiregoing for broke with their already, shall we say, optically demandingprints. How then to maximize maximalism? Basso, the print side of thisoperation, took a page from Matisse. Well, actually several pages and apair of scissors. The overall look of them was a frenzied collage ofrelatively simple geometric motifs cut and pasted into one flat surface.The effect was quite cool, a sharper way to continue the fusions they didfor Spring. It was at its best in sharper shapes, like the stiff rubber-back jerseyT-shirts or a nipped-waist dress or a simple pencil skirt. (Though at timesthose shapes trespassed into the Eclectic Ladyland of Marni, particularlywith the styling tic of socks scrunched in sculptural wooden wedges.)Brooke, however, attempted to transfer the concept of contrast tosilhouettes, like the nearly David Byrne-oversize jackets, meant to offset narrow trousers.It's unclear what the matronly evening gowns with the long sleeves andheavy skirts were designed to counter, but they contributed to the jumbledside of the equation. Surprisingly, Basso and Brooke have never made a big knitwear statement, but an emphasis on another contrast that of textures led them to it now. It'shard to see why they waited so long. In cool slouchy shapes, they lookedgreat. Ditto their new collaboration with the Cambridge Satchel Company ofprinted clutches ripe and ready for their Tommy Ton close-up."
2012,Fall,Thomas Tait,Meenal Mistry,London,19-Feb-12,"Desperately seeking stability. Thomas Tait sought to battle the unease he felt as a young person starting a company through his Fall collection. Thus the solid earth of a grass runway and the appearance of rough suede and raw denim, less rarefied materials than Tait usually uses. That was half the story. The designer proclaimed this his most technically complex collection to date. The work was to merge his painstaking construction with what he called ""something more obvious"": those long-distance runners of the wardrobe like the varsity jacket, the white button-down shirt, the peacoat, the turtleneck. As with past collections, what stood out here were the coats with rounded shoulders and angled curved hems, all either elegantly collarless or with collars that flipped high and framed the face. He does a beautiful navy, but a moss green popped nicely, particularly paired with marigold leather trousers. It won't be surprising to see a few of his varsity jackets show up in the front row next season. In place of knit ribbing at the cuffs, hem, and neckline, he used finely pleated leather, a technique continued from last season. You could call it ""obvious,"" but that's not entirely fair; season after season Tait maintains his vision while increasing his relevance in terms of what women want to and can wear. And he knows how to add that one certain thing to throw off his quest for perfection just so. Here it was the men's workwear gloves. ""I wanted them to be big, just like Mickey Mouse hands,"" he explained. Speaking of vision, up until two days ago Tait's runway show was meant to be a presentation. He went rogue on the fashion calendar, dropping himself into a slot between two shows. ""Thomas designs for a runway show,"" his publicist said by way of explanation. It apparently ruffled a few BFC feathers. What spoke volumes: Everyone still came."
2012,Fall,Iceberg,Nicole Phelps,Milan,24-Feb-12,"Iceberg 's Paolo Gerani wasn't the only designer to give a shout-out to Marianne Faithfull this season. Rachel Zoe beat him to it in New York City. In fact, they sent out nearly matching outfits: white pantsuits with black shirts, and black long-hair goat jackets tossed over the shoulders. Somewhere there must be a picture 45 years on, the rock chick turned singer-songwriter's image still holds a mystique, despite countless comeback tours and a long-playing revival at the hands of Balmain's Christophe Decarnin. Parts of Iceberg's Fall show felt like Balmain-lite the disheveled sexy look, minus the couture-quality workmanship, could be seen in the sequin numbers, the sharp, lapel-less jackets, and the second-skin leather pants riding low on the hips. Where Gerani put the Iceberg stamp on things was with the knitwear. There were sweaters here that will give shoppers a reason to go into the label's stores, starting with look number 1, a long-sleeved clingy dress in black and ivory shot through with gold. Crewnecks in bright intarsias looked fresh, too, as did the little furs that echoed them with their multicolor patterns."
2012,Fall,Holly Fulton,Maya Singer,London,21-Feb-12,"With her eye-popping graphic style, more-is-more approach to color andembellishment, and overall campy attitude, Holly Fulton practically daresyou to hate her clothes. Somehow, that proves impossible. The collectionFulton showed this morning was a case in point: Rainbow-hued and covered inecstatic hothouse-inspired patterns, the clothes had a certain irrepressiblechic. They were about as hard to dislike as a milkshake.  In some ways, this was Fulton at her most circumspect. Embellishment waskept to a relative minimum; silhouettes were simple and sophisticated.Working with a canvas of A-line minidresses, turtlenecks, boxy jackets,tailored sheaths, and pencil skirts, Fulton applied her prints in apainterly way, working with the garments' shapes. That made for someknockout evening looks, such as a hot pink, butterfly-print sheath with acrisscrossed, body-baring bodice, and a high-necked, frond-printedturquoise minidress with a tasteful drip of crystal on the sleeve. Therewere also a few looks with a hot rod placement print and shots of patentleather that, however redolent of Spring '12 Prada, fit easily into theFulton idiom and just plain worked. Elsewhere, Fulton sent out some very convincing daywear, inparticular her artful intarsia-knit cardigans and sweaters. For all theirpunch, the knits were really very accessible. Decorous, almost. Only themost militant minimalist could hate them."
2012,Fall,Sophomore,Brittany Adams,New York,22-Mar-12,"Social magnet-turned-creative director Chrissie Miller is the kind of easygoing girl we'd love to karaoke with, and Sophomore 's Fall video just might be the next best thing. In the two-minute short, a band of Miller's gal pals, including Jessica Stam, Lonneke Engel, and Cory Kennedy, take turns belting out Fleetwood Mac's sing-along staple ""Dreams."" The assorted group let's just say there's a wide range of both musical talent and personal style represented here models the downtown label's latest lineup of casual jersey separates. This season, Miller and head designer Madeleine von Froomer updated their standard T-shirts and maxi dresses with celestial screen-prints. Other mystical motifs included a Ouija board and one look that could be described as Pink Floyd's Dark Side of the Moon cover meets the Star of David. Sophomore continues to add and experiment with pieces like a dip-dyed, washed silk tube skirt with a high slit as well as oversized henleys, but at the end of the day, fans come back to Sophomore for its novelty tees."
2012,Fall,Patrik Ervell,Tim Blanks,New York,12-Feb-12,"Patrik Ervell couldn't have chosen a more topical theme than the friction between repression and revolt, so it seemed rather ""fashion-y"" of him to deny any political context for his new collection. The way he was pitching it, his theme was really his way round a new take on the aesthetic of the uniform. ""What authority looks like now,"" he explained. ""You disarm it by referencing it."" Still sounds pretty political, but what-evs it fortunately made for a strong, even radical showing. The authority Ervell referenced was a police state. The uniforms were those of urban commandos. The opening outfit a sweater in nylon-patched electric blue baby alpaca, matched to pleated flecked wool pants set the tone: a Blade Runner -ish combo of tech and retro. Ervell's womenswear made the point with most clarity, like the outfit that layered a long coat over a silk dress. It had a vintage make-do feel, the sort of repurposed outfit you might expect from girls gone underground when the crackdown kicked in. But clarity ultimately didn't count, because the menswear was more interesting. Ervell talked about ""moments of protest that emerge through the cracks and edges of a heavily policed state"" and he found a striking visual metaphor in the gold ribbing on a nylon top, or the gold trim on a fleece jacket: hardcore function unhinged by a subversive flicker of luxury. Where once he had shivering latex as his trump card, here Ervell used hand-painted silk in shirts, skirts, and a ""SWAT jacket."" It was such a poetic touch that his notion of disarming authority suddenly made sense. Political power may grow out of the barrel of a gun, but Patrik Ervell's poetry made a police state pretty for one mad moment."
2012,Fall,Helmut Lang,Nicole Phelps,New York,10-Feb-12,"Fall is Nicole and Michael Colovos' second season putting their Helmut Lang collection on the runway, and their confidence is growing. If their Spring outing erred a bit on the repetitive side, this was more freewheeling, yet still within the recognizable framework they've set up during their five-plus years at the brand. Recognizability counts for a lot, going by all the big-name retailers in the front row tonight. From the first look out a white leather lapel-less blazer, glossy black skinny jeans, and black thigh-high wedge boots you knew where you were. After that, the Colovoses touched upon their other staples: the wrap leather and fur jacket with the funnel neck; the draped jersey dress; the asymmetric sweaters and cobwebby knits. The freewheeling part came via the details. A stretchy dress was inset with the same armadillo-stamped leather that was used for the sleeves of a blazer. The fur on a belted jacket was dyed a rich shade of ruby red, a color as yet unseen in a collection from the Colovoses, who typically favor neutrals. And a red ponyhair jacket was laser cut in a delicate repeating motif. The prints were borrowed from nature leafless branches of trees and hardened swirls of lava but their shapes were resolutely urban. The only misfire was the low-slung, inverted pleat, full-legged trouser. It'd be a shame to cover up those killer over-the-knee boots."
2012,Fall,Barbara Bui,Meenal Mistry,Paris,1-Mar-12,"Fashion's collective eye is trained on China. But for French-Vietnamese designer Barbara Bui , the references in her Fall collection to the People's Republic harkened back to the squaring of east and west she did when starting her career almost 30 years ago. To the exotic dragons and Maoist olive drabs, Bui added seventies glamour, name-checking David Bowie and Bianca Jagger. The first look out was iconic Mrs. Mick Numero Uno, with the twist that its satin tuxedo jacket was quilted in the traditional Chinese style. Bui's cocktail yielded some fine pieces a sturdy-chic military overcoat, a slew of ankle-cropped pants, a Halston-esque jersey dress, a leopard coat. That lamé maxi dress and the slouchy pants in metallic leopard triggered memories of a more recent glam heyday, the apex of Balmain-ia. But heck, they're also the pieces you'd shop your closet for sooner rather than later. Still, working an Asian motif is tricky. (Marc Jacobs was smart to take his to a so-bad-it's-good extreme a few seasons ago.) What tripped Bui up were the schlocky crouching tigers, and hidden dragons in prints and hefty embroideries that closed the show, a costume-y misstep in a collection that typically does reality so right."
2012,Fall,Hermès,Tim Blanks,Paris,4-Mar-12,"From its equestrian roots to the apogee of modern luxury that it now embodies, Herm's has stood for travel. Travel is movement. With his show today, Christophe Lemaire adopted the stance that no movement is more modern than the nomad's. He opened with the gaucho knit serape, baggy leather pants tucked into boots and closed with pieces that were printed with folkloric patterns from the Russian steppes. In between, Lemaire roamed the Herm's archives to find a fellow traveler in Martin Margiela and the work he did for the brand in the late nineties. The sight of Cecilia Chancellor in a big coat over a generously sized suit and sweater, all of them in the most meditative shade of gray, instantly evoked Margiela's Herm's shows: so still, so respectful, so androgynous. That fits Lemaire's own aesthetic to a cashmere tee. The collection he showed today moved with serene confidence through a shadow land between mens- and womenswear. One of the strongest outfits was a suit the trousers with a knit cuff over a buttoned-up white shirt and a sweater with a V-neck that almost reached the waist. It was severe but erotic."
2012,Fall,Zac Posen,Nicole Phelps,New York,12-Feb-12,"Ten years ago to the day, Style.com covered Zac Posen 's first big New York show. Our reviewer then said that his dresses ""pushed the notion of glamour to the extreme."" That's not a bad description of what he did tonight at Lincoln Center's David H. Koch Theater with a new collection of sculpted skirtsuits and gala gowns. Posen has had his fair share of ups and downs in his decade-long career. He's in the midst of another reinvention, one that's found him focusing on what's called ""occasion dressing"" in the biz. It was fitting that Dita Von Teese a woman who turns every outfit into an event was posing for photographers from her perch in the front row. Posen gave his Fall collection a Japanese theme. There were peony jacquards, Tokyo reds, and Imperial blues on his program. One model carried a bejeweled, pagoda-shaped minaudi're. For the most part the craftsmanship was unassailable, but the dressiness of the clothes tended to come off old-fashioned and costumey, especially on the outfits that featured oversize obis in kimono prints. The audience, however, did perk up a few times toward the end: an alabaster jacquard cocktail number and a gold duchesse satin bustier dress with a blossoming skirt had a simplicity that gave them a youthful kick. As for drama, nothing beat a strapless silk faille gown in midnight blue."
2012,Fall,Uniqueness,Nicole Phelps,Milan,25-Feb-12,"A season into her new endeavor, Uniqueness.it, Alessandra Facchinetti has discovered two things about her online shoppers. They're most inclined to buy (1) dresses and (2) T-shirts. Appropriately, that's where the former Gucci and Valentino designer put her focus for the new collection she showed today, which is already available on her site. ""It's not based on trends; it's what I like,"" she said of the silk crepe frocks in styles that merged the unconstructed silhouettes of the twenties with eighteenth-century filigree prints. Study them closely and the patterns revealed themselves to be double U logos, along with roses, wings, and other typical tattoo motifs. There wasn't anything here that looked like it had enough It factor to become an Internet sensation, but the polka-dot pajama pants that Facchinetti herself was modeling did key into a current fashion fad. For that reason, it's a good bet they're where her potential Web customers will invest their money."
2012,Fall,Mara Hoffman,Brittany Adams,New York,11-Feb-12,"Shaman gauchos was the theme of Mara Hoffman 's latest lineup. The designer, known primarily for her lively prints (""that's how we tell our story""), did presentations the past few seasons, but decided to up the ante for Fall and ""give the clothes the movement they deserve on the runway,"" she explained backstage before today's show. There is always a mystical intention behind Hoffman's work, so meteorite patterns, tapestry motifs, and ""third eye"" symbols appeared on signature screened silk dresses and intarsia knits. And a jewelry collaboration with All For The Mountain featured complementary Mayan calendar talismanic charm necklaces. But what might sound like a pastiche of spiritual inspirations actually made for breezy looks that you could picture any bohemian bombshell wearing on a relaxing weekend afternoon. A cozy shawl-collar wrap coat and graphic beaded tweed cloak, in particular, made a case for the outerwear offerings here. Naturally, Hoffman threw in a few more editorial pieces, like a sheer, floaty ""dashiki"" dress, and is reportedly pulling out all the magical stops when she designs pal Pamela Love's wedding gown for a ceremony in May."
2012,Fall,Betsey Johnson,Maya Singer,New York,13-Feb-12,"Betsey Johnson 's show opened with an early sixties-era video clip of girls screaming on the tarmac as they awaited the arrival of the Fab Four. What followed on the runway was a high-speed tour of Carnaby Street's golden age, with skinny herringbone suits, boyish coats, and miniskirts eventually giving way to psychedelic prints, maxi dresses, and fluffy faux fur trim. Johnson toggled between being literal with her reference and dropping it entirely a strapless gold wallpaper-print minidress with a bouffant skirt was nothing other than vintage Johnson. And even the most straightforwardly mod looks were idiomatically Betsey; her looks favored a neon palette and the show-opening herringbone suit, for instance, included a pair of pants that were legging-tight. As usual, the collection was pretty over-the-top, though it did boast a few down-to-earth pieces, like a cropped motorcycle jacket made from pink-flecked ivory bouclé and a pair of wide-leg, low-rise trousers. Moreover, Johnson's show affirmed the growing suspicion that the key look of New York fashion week will prove to be the extra-long black duster coat: When designers as different as Betsey Johnson and VPL's Victoria Bartlett both show a version of a duster, you'd be well advised to make room for one in your closet."
2012,Fall,Carlos Miele,Alison Baenen,New York,13-Feb-12,"The ga chas , or cowgirls, of Rio Grande do Sul (Brazil's southernmost state) were the inspiration for Carlos Miele 's Fall show. Miele, a Brazilian, has always drawn from his country's rich heritage, but this collection, more than others, felt especially indebted to a specific people and place. A prelude of Latin beats spun by the Brazilian brothers Anthony and Sean Souza (sons of Carlos, the popular, long-serving Valentino public relations executive) set the mood, and then the first look out dropped the audience squarely in cattle country. A pair of cropped and roomy crepe pants and a soft wool poncho came topped with a flat, black bolero. The pants would have been perfect for horseback riding, and the cape was inset with a wide band of patterned woven silk. The geometric interweaving on the cape was Miele's interpretation of the region's traditional embroideries, but the hat, like a few textiles used throughout the show, wasa real-deal ga cha original. With the mood thus established, Miele promptly riffed on the theme, sending out  ber-chic daywear and evening gowns that would feel out of place, to say the least, among livestock. For night, the idea of banded embroidery translated into a cocktail dress made of horizontal strips of thinly spaced silk. The ribbons, azure blue, were attached to a nude tulle underlay, and they moved apart as the model walked, creating the impression of a Venetian blind peeking open and shut. Sexy, it got a sophisticated boost from the delicately beaded bolero worn with it. The boleros were a highlight, and their assured simplicity made up for the too-shiny lamé on some dresses and the riot of treatments on another (draped pleats and fringe and metal coin appliqu's, for example). But a more-is-more attitude is a central part of this brand's DNA,and Miele succeeded in creating the requisite sense of luxury without going over the top. He obviously felt at home this season. The pampas were a sweet place to set up shop."
2012,Fall,Araks,Alison Baenen,New York,13-Feb-12,"As Araks Yeramyan explained at her presentation, her latesthobby crocheting provided the jumping-off point for new collection.Especially around the neckline, the crafty handiwork gave Araks' work,usually low on frills, some nice pop. A long, navy blue turtleneckdress with what appeared to be a crocheted bodice turned out to be adress with a removable crocheted dickie. (You could untie the neckwarmer when things started to heat up.) Elsewhere, the crocheted topof a calf-length gray dress with a wide, circled hem looked,winningly, like the world's tiniest shrug. The dress had a sweet,sporty rib-knit collar that appeared on a few outerwear pieces, aswell. Besides getting hooked on crochet, Yeramyan also discovered the workof the late photographer Seydou Keita, known for his portraits offellow Malians in the fifties and sixties. Taking cues from the tieredlayers and curved lines of Keita's subjects' dress, Araks distilledher silhouette down to a minimal approximation of theirs. A deepgreen, short-sleeved blazer flared out just slightly at the waist fora kicky peplum effect, while its inset lapel created a piece that wassimultaneously streamlined and curvilinear. The voluminous pair ofgreen and blue color-blocked, wide-leg trousers in silk georgette looked comfortable enough to be worn to bed, though they'd be the chicest pants on the street. Speaking of street, the award for the cleverest cold-weather accessory can be handed out here: A stand-alone minkcollar that zipped up the back into a hood and doubled as a scarf inthe front. Practical but plush, it summed up Araks' sensibleseparates well."
2012,Fall,Just Cavalli,Tim Blanks,Milan,24-Feb-12,"Quite what the rundown tenement backdrop had to do with Roberto Cavalli's collection of clothes for 24-hour party people was unclear. Maybe that's Just Cavalli , a not-always-explicable law unto himself, just as the label says. In much the same obtuse way, the designer talked about ""creating a new wonderful sound inspired by an old '78 vinyl."" He didn't actually go quite that far back for inspiration. Instead, it was the spirit of London in the sixties that infused long-sleeved, drop-waisted dresses, often with fluttery scarf hems. Typical was a black and white group of striped georgette, mixed up with an exploded houndstooth and swirling op art patterns. These initial monochrome looks were steadily infected by leopard, Lurex, silver, and gold as the show wore on. All of those ingredients are Cavalli signatures, and his renewed focus on them has helped make his main line a highlight on the Milan fashion calendar of late. Here he kept things short and sporty, bearing in mind that this collection targets his younger constituents. He also added tightly laced denims. So far, so focused. Then the focus blurred with knobbly knitwear and PVC pants. Oh well, at least Cavalli got the vinyl in there somewhere. Speaking of which, a delightful soundtrack of ZE Records' greatest hits took us back on an aural trip to a time when it seemed like the party would never end. Good Time Cavalli is doing his best to keep the memory alive."
